Binary representation,Error,Features selected,Lookup value,Penalty factor
0001000011,0.23378899404136,"(3, 8, 9)",0.26378899404136,0.01
0000111000,0.27865404837013674,"(4, 5, 6)",0.30865404837013677,0.01
0000110100,0.2837364178058185,"(4, 5, 7)",0.3137364178058185,0.01
0000110010,0.2341395022783035,"(4, 5, 8)",0.2641395022783035,0.01
0000110001,0.29985979670522256,"(4, 5, 9)",0.3298597967052226,0.01
0000101100,0.27549947423764454,"(4, 6, 7)",0.30549947423764456,0.01
0000101010,0.22485103399929895,"(4, 6, 8)",0.254851033999299,0.01
0000101001,0.2791798107255521,"(4, 6, 9)",0.3091798107255521,0.01
0000100110,0.23536628110760605,"(4, 7, 8)",0.2653662811076061,0.01
0000100101,0.28969505783385907,"(4, 7, 9)",0.3196950578338591,0.01
0000100011,0.2323869610935857,"(4, 8, 9)",0.2623869610935857,0.01
0000011100,0.27059235892043465,"(5, 6, 7)",0.3005923589204347,0.01
0000011010,0.21538731160182267,"(5, 6, 8)",0.24538731160182267,0.01
0000011001,0.2788293024886085,"(5, 6, 9)",0.3088293024886085,0.01
0000010110,0.236242551699965,"(5, 7, 8)",0.266242551699965,0.01
0000010101,0.2819838766211006,"(5, 7, 9)",0.3119838766211006,0.01
0000010011,0.21749036102348407,"(5, 8, 9)",0.24749036102348407,0.01
0000001110,0.2253767963547143,"(6, 7, 8)",0.25537679635471433,0.01
0000001101,0.27111812127585,"(6, 7, 9)",0.30111812127585,0.01
0000001011,0.20715036803364884,"(6, 8, 9)",0.23715036803364883,0.01
0000000111,0.23466526463371884,"(7, 8, 9)",0.26466526463371887,0.01
1111000000,0.2513144058885384,"(0, 1, 2, 3)",0.29131440588853835,0.01
1110100000,0.251664914125482,"(0, 1, 2, 4)",0.29166491412548196,0.01
1110010000,0.2514896600070101,"(0, 1, 2, 5)",0.2914896600070101,0.01
1110001000,0.2521906764808973,"(0, 1, 2, 6)",0.2921906764808973,0.01
1110000100,0.251664914125482,"(0, 1, 2, 7)",0.29166491412548196,0.01
1110000010,0.1929547844374343,"(0, 1, 2, 8)",0.2329547844374343,0.01
1110000001,0.2513144058885384,"(0, 1, 2, 9)",0.29131440588853835,0.01
1101100000,0.27479845776375744,"(0, 1, 3, 4)",0.3147984577637574,0.01
1101010000,0.2739221871713985,"(0, 1, 3, 5)",0.31392218717139847,0.01
1101001000,0.2753242201191728,"(0, 1, 3, 6)",0.31532422011917277,0.01
1101000100,0.2739221871713985,"(0, 1, 3, 7)",0.31392218717139847,0.01
1101000010,0.20189274447949523,"(0, 1, 3, 8)",0.24189274447949524,0.01
1101000001,0.2739221871713985,"(0, 1, 3, 9)",0.31392218717139847,0.01
1100110000,0.27479845776375744,"(0, 1, 4, 5)",0.3147984577637574,0.01
1100101000,0.2753242201191728,"(0, 1, 4, 6)",0.31532422011917277,0.01
1100100100,0.27479845776375744,"(0, 1, 4, 7)",0.3147984577637574,0.01
1100100010,0.20189274447949523,"(0, 1, 4, 8)",0.24189274447949524,0.01
1100100001,0.27479845776375744,"(0, 1, 4, 9)",0.3147984577637574,0.01
1100011000,0.27620049071153174,"(0, 1, 5, 6)",0.3162004907115317,0.01
1100010100,0.27795303189624954,"(0, 1, 5, 7)",0.3179530318962495,0.01
1100010010,0.20189274447949523,"(0, 1, 5, 8)",0.24189274447949524,0.01
1100010001,0.27795303189624954,"(0, 1, 5, 9)",0.3179530318962495,0.01
1100001100,0.27620049071153174,"(0, 1, 6, 7)",0.3162004907115317,0.01
1100001010,0.1971608832807571,"(0, 1, 6, 8)",0.2371608832807571,0.01
1100001001,0.27339642481598314,"(0, 1, 6, 9)",0.3133964248159831,0.01
1100000110,0.20259376095338244,"(0, 1, 7, 8)",0.24259376095338245,0.01
1100000101,0.27865404837013674,"(0, 1, 7, 9)",0.3186540483701367,0.01
1100000011,0.20014020329477744,"(0, 1, 8, 9)",0.24014020329477745,0.01
1011100000,0.24588152821591303,"(0, 2, 3, 4)",0.285881528215913,0.01
1011010000,0.24570627409744128,"(0, 2, 3, 5)",0.28570627409744126,0.01
1011001000,0.26638626007711186,"(0, 2, 3, 6)",0.30638626007711184,0.01
1011000100,0.2665615141955836,"(0, 2, 3, 7)",0.3065615141955836,0.01
1011000010,0.1975113915177007,"(0, 2, 3, 8)",0.2375113915177007,0.01
1011000001,0.24465474938661058,"(0, 2, 3, 9)",0.28465474938661056,0.01
1010110000,0.250788643533123,"(0, 2, 4, 5)",0.290788643533123,0.01
1010101000,0.26638626007711186,"(0, 2, 4, 6)",0.30638626007711184,0.01
1010100100,0.26673676831405535,"(0, 2, 4, 7)",0.30673676831405533,0.01
1010100010,0.19908867858394674,"(0, 2, 4, 8)",0.23908867858394675,0.01
1010100001,0.24745881528215918,"(0, 2, 4, 9)",0.28745881528215916,0.01
1010011000,0.26603575184016826,"(0, 2, 5, 6)",0.30603575184016824,0.01
1010010100,0.26989134244654744,"(0, 2, 5, 7)",0.3098913424465474,0.01
1010010010,0.1957588503329828,"(0, 2, 5, 8)",0.2357588503329828,0.01
1010010001,0.2595513494567122,"(0, 2, 5, 9)",0.2995513494567122,0.01
1010001100,0.2676130389064143,"(0, 2, 6, 7)",0.3076130389064143,0.01
1010001010,0.19067648089730105,"(0, 2, 6, 8)",0.23067648089730106,0.01
1010001001,0.26323168594461965,"(0, 2, 6, 9)",0.30323168594461963,0.01
1010000110,0.1961093585699264,"(0, 2, 7, 8)",0.2361093585699264,0.01
1010000101,0.26954083420960395,"(0, 2, 7, 9)",0.30954083420960393,0.01
1010000011,0.1971608832807571,"(0, 2, 8, 9)",0.2371608832807571,0.01
1001110000,0.27444794952681384,"(0, 3, 4, 5)",0.3144479495268138,0.01
1001101000,0.26638626007711186,"(0, 3, 4, 6)",0.30638626007711184,0.01
1001100100,0.26708727655099895,"(0, 3, 4, 7)",0.30708727655099893,0.01
1001100010,0.20189274447949523,"(0, 3, 4, 8)",0.24189274447949524,0.01
1001100001,0.26638626007711186,"(0, 3, 4, 9)",0.30638626007711184,0.01
1001011000,0.26673676831405535,"(0, 3, 5, 6)",0.30673676831405533,0.01
1001010100,0.26708727655099895,"(0, 3, 5, 7)",0.30708727655099893,0.01
1001010010,0.20189274447949523,"(0, 3, 5, 8)",0.24189274447949524,0.01
1001010001,0.26621100595864,"(0, 3, 5, 9)",0.30621100595864,0.01
1001001100,0.26568524360322465,"(0, 3, 6, 7)",0.30568524360322463,0.01
1001001010,0.1971608832807571,"(0, 3, 6, 8)",0.2371608832807571,0.01
1001001001,0.263757448300035,"(0, 3, 6, 9)",0.303757448300035,0.01
1001000110,0.20259376095338244,"(0, 3, 7, 8)",0.24259376095338245,0.01
1001000101,0.26673676831405535,"(0, 3, 7, 9)",0.30673676831405533,0.01
1001000011,0.20539782684893093,"(0, 3, 8, 9)",0.24539782684893094,0.01
1000111000,0.26638626007711186,"(0, 4, 5, 6)",0.30638626007711184,0.01
1000110100,0.2672625306694707,"(0, 4, 5, 7)",0.3072625306694707,0.01
1000110010,0.20259376095338244,"(0, 4, 5, 8)",0.24259376095338245,0.01
1000110001,0.2672625306694707,"(0, 4, 5, 9)",0.3072625306694707,0.01
1000101100,0.26533473536628116,"(0, 4, 6, 7)",0.30533473536628114,0.01
1000101010,0.1978618997546442,"(0, 4, 6, 8)",0.2378618997546442,0.01
1000101001,0.2634069400630915,"(0, 4, 6, 9)",0.3034069400630915,0.01
1000100110,0.20329477742726954,"(0, 4, 7, 8)",0.24329477742726954,0.01
1000100101,0.26708727655099895,"(0, 4, 7, 9)",0.30708727655099893,0.01
1000100011,0.20609884332281814,"(0, 4, 8, 9)",0.24609884332281814,0.01
1000011100,0.2634069400630915,"(0, 5, 6, 7)",0.3034069400630915,0.01
1000011010,0.1971608832807571,"(0, 5, 6, 8)",0.2371608832807571,0.01
1000011001,0.26077812828601477,"(0, 5, 6, 9)",0.30077812828601475,0.01
1000010110,0.20224325271643884,"(0, 5, 7, 8)",0.24224325271643884,0.01
1000010101,0.2644584647739222,"(0, 5, 7, 9)",0.3044584647739222,0.01
1000010011,0.20522257273045919,"(0, 5, 8, 9)",0.2452225727304592,0.01
1000001110,0.1971608832807571,"(0, 6, 7, 8)",0.2371608832807571,0.01
1000001101,0.25972660357518407,"(0, 6, 7, 9)",0.29972660357518405,0.01
1000001011,0.2003154574132492,"(0, 6, 8, 9)",0.2403154574132492,0.01
1000000111,0.20574833508587453,"(0, 7, 8, 9)",0.24574833508587454,0.01
0111100000,0.24377847879425163,"(1, 2, 3, 4)",0.2837784787942516,0.01
0111010000,0.2429022082018928,"(1, 2, 3, 5)",0.28290220820189277,0.01
0111001000,0.2553452506133894,"(1, 2, 3, 6)",0.2953452506133894,0.01
0111000100,0.24518051174202593,"(1, 2, 3, 7)",0.2851805117420259,0.01
0111000010,0.20364528566421314,"(1, 2, 3, 8)",0.24364528566421315,0.01
0111000001,0.24377847879425163,"(1, 2, 3, 9)",0.2837784787942516,0.01
0110110000,0.2429022082018928,"(1, 2, 4, 5)",0.28290220820189277,0.01
0110101000,0.25481948825797407,"(1, 2, 4, 6)",0.29481948825797405,0.01
0110100100,0.24518051174202593,"(1, 2, 4, 7)",0.2851805117420259,0.01
0110100010,0.20364528566421314,"(1, 2, 4, 8)",0.24364528566421315,0.01
0110100001,0.24360322467577988,"(1, 2, 4, 9)",0.28360322467577986,0.01
0110011000,0.25481948825797407,"(1, 2, 5, 6)",0.29481948825797405,0.01
0110010100,0.2429022082018928,"(1, 2, 5, 7)",0.28290220820189277,0.01
0110010010,0.19733613739922884,"(1, 2, 5, 8)",0.23733613739922885,0.01
0110010001,0.2429022082018928,"(1, 2, 5, 9)",0.28290220820189277,0.01
0110001100,0.25481948825797407,"(1, 2, 6, 7)",0.29481948825797405,0.01
0110001010,0.194006309148265,"(1, 2, 6, 8)",0.234006309148265,0.01
0110001001,0.25236593059936907,"(1, 2, 6, 9)",0.29236593059936905,0.01
0110000110,0.20347003154574128,"(1, 2, 7, 8)",0.2434700315457413,0.01
0110000101,0.24518051174202593,"(1, 2, 7, 9)",0.2851805117420259,0.01
0110000011,0.20224325271643884,"(1, 2, 8, 9)",0.24224325271643884,0.01
0101110000,0.2655099894847529,"(1, 3, 4, 5)",0.3055099894847529,0.01
0101101000,0.2693655800911321,"(1, 3, 4, 6)",0.3093655800911321,0.01
0101100100,0.2563967753242201,"(1, 3, 4, 7)",0.2963967753242201,0.01
0101100010,0.2302839116719243,"(1, 3, 4, 8)",0.2702839116719243,0.01
0101100001,0.25622152120574837,"(1, 3, 4, 9)",0.29622152120574835,0.01
0101011000,0.2693655800911321,"(1, 3, 5, 6)",0.3093655800911321,0.01
0101010100,0.2655099894847529,"(1, 3, 5, 7)",0.3055099894847529,0.01
0101010010,0.2316859446196986,"(1, 3, 5, 8)",0.2716859446196986,0.01
0101010001,0.27094286715737825,"(1, 3, 5, 9)",0.31094286715737823,0.01
0101001100,0.2693655800911321,"(1, 3, 6, 7)",0.3093655800911321,0.01
0101001010,0.21310900806168942,"(1, 3, 6, 8)",0.2531090080616894,0.01
0101001001,0.26603575184016826,"(1, 3, 6, 9)",0.30603575184016824,0.01
0101000110,0.22940764107956535,"(1, 3, 7, 8)",0.26940764107956533,0.01
0101000101,0.25622152120574837,"(1, 3, 7, 9)",0.29622152120574835,0.01
0101000011,0.2327374693305293,"(1, 3, 8, 9)",0.2727374693305293,0.01
0100111000,0.2693655800911321,"(1, 4, 5, 6)",0.3093655800911321,0.01
0100110100,0.2658604977216965,"(1, 4, 5, 7)",0.3058604977216965,0.01
0100110010,0.231335436382755,"(1, 4, 5, 8)",0.271335436382755,0.01
0100110001,0.2704171048019628,"(1, 4, 5, 9)",0.3104171048019628,0.01
0100101100,0.2693655800911321,"(1, 4, 6, 7)",0.3093655800911321,0.01
0100101010,0.21310900806168942,"(1, 4, 6, 8)",0.2531090080616894,0.01
0100101001,0.26603575184016826,"(1, 4, 6, 9)",0.30603575184016824,0.01
0100100110,0.2365930599369085,"(1, 4, 7, 8)",0.27659305993690847,0.01
0100100101,0.2588503329828251,"(1, 4, 7, 9)",0.2988503329828251,0.01
0100100011,0.23466526463371884,"(1, 4, 8, 9)",0.2746652646337188,0.01
0100011100,0.2718191377497371,"(1, 5, 6, 7)",0.3118191377497371,0.01
0100011010,0.21310900806168942,"(1, 5, 6, 8)",0.2531090080616894,0.01
0100011001,0.26989134244654744,"(1, 5, 6, 9)",0.3098913424465474,0.01
0100010110,0.22940764107956535,"(1, 5, 7, 8)",0.26940764107956533,0.01
0100010101,0.27409744128987035,"(1, 5, 7, 9)",0.3140974412898703,0.01
0100010011,0.22011917280056081,"(1, 5, 8, 9)",0.2601191728005608,0.01
0100001110,0.21310900806168942,"(1, 6, 7, 8)",0.2531090080616894,0.01
0100001101,0.26989134244654744,"(1, 6, 7, 9)",0.3098913424465474,0.01
0100001011,0.21310900806168942,"(1, 6, 8, 9)",0.2531090080616894,0.01
0100000111,0.23326323168594465,"(1, 7, 8, 9)",0.27326323168594463,0.01
0011110000,0.2870662460567823,"(2, 3, 4, 5)",0.3270662460567823,0.01
0011101000,0.2788293024886085,"(2, 3, 4, 6)",0.31882930248860847,0.01
0011100100,0.291447599018577,"(2, 3, 4, 7)",0.33144759901857695,0.01
0011100010,0.21100595864002802,"(2, 3, 4, 8)",0.251005958640028,0.01
0011100001,0.30511742025937605,"(2, 3, 4, 9)",0.34511742025937603,0.01
0011011000,0.2784787942516649,"(2, 3, 5, 6)",0.31847879425166487,0.01
0011010100,0.28215913073957233,"(2, 3, 5, 7)",0.3221591307395723,0.01
0011010010,0.20434630213810023,"(2, 3, 5, 8)",0.24434630213810024,0.01
0011010001,0.2847879425166492,"(2, 3, 5, 9)",0.32478794251664916,0.01
0011001100,0.27444794952681384,"(2, 3, 6, 7)",0.3144479495268138,0.01
0011001010,0.20294426919032593,"(2, 3, 6, 8)",0.24294426919032594,0.01
0011001001,0.27970557308096744,"(2, 3, 6, 9)",0.3197055730809674,0.01
0011000110,0.20732562215212058,"(2, 3, 7, 8)",0.2473256221521206,0.01
0011000101,0.2912723449001051,"(2, 3, 7, 9)",0.3312723449001051,0.01
0011000011,0.20382053978268488,"(2, 3, 8, 9)",0.2438205397826849,0.01
0010111000,0.27830354013319314,"(2, 4, 5, 6)",0.3183035401331931,0.01
0010110100,0.28215913073957233,"(2, 4, 5, 7)",0.3221591307395723,0.01
0010110010,0.20487206449351558,"(2, 4, 5, 8)",0.2448720644935156,0.01
0010110001,0.28829302488608477,"(2, 4, 5, 9)",0.32829302488608475,0.01
0010101100,0.2742726954083421,"(2, 4, 6, 7)",0.3142726954083421,0.01
0010101010,0.20347003154574128,"(2, 4, 6, 8)",0.2434700315457413,0.01
0010101001,0.2788293024886085,"(2, 4, 6, 9)",0.31882930248860847,0.01
0010100110,0.20767613038906418,"(2, 4, 7, 8)",0.2476761303890642,0.01
0010100101,0.288994041359972,"(2, 4, 7, 9)",0.32899404135997196,0.01
0010100011,0.20767613038906418,"(2, 4, 8, 9)",0.2476761303890642,0.01
0010011100,0.2742726954083421,"(2, 5, 6, 7)",0.3142726954083421,0.01
0010011010,0.19873817034700314,"(2, 5, 6, 8)",0.23873817034700315,0.01
0010011001,0.2784787942516649,"(2, 5, 6, 9)",0.31847879425166487,0.01
0010010110,0.20592358920434628,"(2, 5, 7, 8)",0.2459235892043463,0.01
0010010101,0.28215913073957233,"(2, 5, 7, 9)",0.3221591307395723,0.01
0010010011,0.20119172800560814,"(2, 5, 8, 9)",0.24119172800560815,0.01
0010001110,0.2003154574132492,"(2, 6, 7, 8)",0.2403154574132492,0.01
0010001101,0.2742726954083421,"(2, 6, 7, 9)",0.3142726954083421,0.01
0010001011,0.19803715387311605,"(2, 6, 8, 9)",0.23803715387311605,0.01
0010000111,0.20241850683491058,"(2, 7, 8, 9)",0.2424185068349106,0.01
0001111000,0.2788293024886085,"(3, 4, 5, 6)",0.31882930248860847,0.01
0001110100,0.2837364178058185,"(3, 4, 5, 7)",0.32373641780581847,0.01
0001110010,0.23378899404136,"(3, 4, 5, 8)",0.27378899404136,0.01
0001110001,0.29985979670522256,"(3, 4, 5, 9)",0.33985979670522254,0.01
0001101100,0.2753242201191728,"(3, 4, 6, 7)",0.31532422011917277,0.01
0001101010,0.2222222222222222,"(3, 4, 6, 8)",0.2622222222222222,0.01
0001101001,0.27900455660708023,"(3, 4, 6, 9)",0.3190045566070802,0.01
0001100110,0.2330879775674728,"(3, 4, 7, 8)",0.2730879775674728,0.01
